 metabolite_name	17Dec15_P104N24	17Dec18_2P147	17Dec19_1exo	17Dec12_17exo	17Dec15_13exo	17Dec20_P95N19	17Dec15_P29N6	17Dec12_P83	17Dec15_P193	17Dec08_26exo	17Dec22_24exo	17Dec08_P110N29	17Dec20_UK001N	17Dec18_P162N42	17Dec18_25exo	17Dec22_8exo	17Dec19_15P169(28)	17Dec08_9exo	17Dec18_44exo	17Dec08_P145	17Dec18_P136N38	17Dec19_21exo	17Dec08_P31	17Dec18_3exo	17Dec15_35exo	17Dec15_39exo	17Dec22_P209N50	17Dec15_P126N33	17Dec22_14exo	17Dec18_P101N22	17Dec08_P134	17Dec15_23exo	17Dec12_P97(48)	17Dec15_40exo	17Dec18_P28N5	17Dec19_P37N12	17Dec11_P128	17Dec15_P36N11	17Dec11_18exo	17Dec18_P127N34	17Dec11_22exo	17Dec19_P82	17Dec20_P123	17Dec22_P89	17Dec18_50exo	17Dec11_10P66(25)	17Dec18_33exo	17Dec18_17P64(23)	17Dec12_5exo	17Dec08_P90	17Dec08_P125	17Dec15_2P58(19)	17Dec22_7exo	17Dec18_28exo	17Dec15_P92(46)	17Dec11_P88N15	17Dec22_29exo	17Dec18_P132(61)	17Dec15_36exo	17Dec20_P109N28	17Dec22_P32N7	17Dec20_47exo	17Dec11_48exo	17Dec19_41exo	17Dec22_5P73(31)	17Dec11_27exo	17Dec15_34exo	17Dec12_P94N18	17Dec19_32exo	17Dec20_45exo	17Dec22_11exo	17Dec08_P98	17Dec18_49exo	17Dec18_10exo	17Dec11_UK012	17Dec22_P81	17Dec20_P103	17Dec22_P35N10	17Dec22_P91N17	17Dec18_6exo	17Dec19_P192N49	17Dec20_30exo	17Dec12_8P76	17Dec15_2exo	17Dec22_P135N37	17Dec22_15exo	17Dec12_4exo	17Dec22_42exo	17Dec12_P108N27	17Dec18_UK009	17Dec11_P99N21	17Dec08_19exo	17Dec15_51exo	17Dec15_P164N44	17Dec15_43exo
TAG(46:2)+13C1[+NH4]	36569.21099	0	0	18288.4811	91596.83504	80259.6333	0	0	28610.87732	0	0	0	0	0	0	0	0	48338.62286	45624.43857	0	25897.2874	19083.96366	0	0	31810.57242	0	0	0	0	0	0	128001.062	0	63450.34842	0	0	146948.6888	0	58997.82299	0	0	0	0	0	0	0	14754.80299	45531.5405	75712.58708	0	0	0	0	0	0	0	89550.70393	0	16489.6481	0	0	0	0	53683.45586	0	0	0	277934.9095	0	0	0	85851.40791	19221.88881	0	0	0	0	0	18745.03084	0	43514.28309	16105.31057	0	0	0	0	0	0	56782.10063	31111.20713	146156.1079	108384.2485	256465.1078	108450.7687	0
PC-pmg(38:5)+13C0[+H]	259097.6518	45115.90294	35107.45826	23594.71415	99637.03389	46154.79537	0	252710.9258	163428.2243	0	67921.64054	0	38973.77393	31638.7149	19519.07362	0	50564.39269	109341.8633	48108.71499	0	96185.93929	44232.46548	179966.527	44009.0614	72629.39485	157604.4349	77013.85945	42239.60109	27737.54617	41992.42927	0	266790.5909	0	105994.085	0	0	392005.1812	26716.71333	158188.3565	39545.80832	621821.953	20201.41813	61102.70928	15034.27692	22586.51304	438548.8093	40493.78364	43065.17675	55769.20814	152923.8898	524358.0921	200107.3284	64021.81701	86749.93502	56844.19693	153819.6054	102635.8426	37127.05706	72403.80736	13671.45973	20428.32913	35277.75661	76067.57296	64944.58172	94531.87318	1002396.029	21225.14108	75774.04359	0	25410.92119	15630.20931	627467.853	30171.78569	25431.24099	114484.612	0	25439.15505	36620.74849	72438.68281	73930.78259	32425.11762	50442.69011	0	102253.3466	0	138795.9909	63324.22314	15030.88726	33879.16493	69095.48915	299139.0354	190320.2523	490881.2593	148246.69	53941.14862
TAG(46:1)+13C0[+NH4]	109410.1103	0	0	67765.3798	401384.8134	359560.4204	0	0	73694.52383	74361.2118	17046.94475	76663.16822	21820.93453	0	15760.73199	0	0	123185.9885	67935.50711	0	87036.83456	71827.8955	113824.5829	40699.90577	100425.5232	36418.16941	0	0	0	0	0	380852.1058	0	200588.9825	0	0	336758.1836	0	237814.3365	0	52297.22423	0	25256.01304	0	49410.97827	91339.48459	28983.88548	113101.7766	190588.4869	0	68164.34289	48261.51531	36196.73389	30498.22683	38735.9559	68853.76253	113717.0002	0	55533.2536	13719.7907	0	17547.59324	40869.65305	194241.8736	49304.56445	125169.1269	0	538229.7655	21458.54704	18519.14922	0	250695.0818	63538.27457	0	0	0	0	0	71097.64348	13722.38345	209140.8173	49701.58522	0	0	16226.99602	0	24115.00821	32705.28727	204905.6574	110625.5318	380975.7088	280850.6717	846393.1347	253469.1	25097.26922
PC-pmg(38:5)+13C1[+H]	126626.1845	22369.16762	16919.522	13544.25218	47923.57479	22942.94177	0	129403.7769	79916.52868	0	34426.05649	0	19375.57674	15396.41246	0	0	25678.27123	54681.08488	22833.95896	0	46611.33596	21323.2505	85769.00112	22486.34905	35373.99673	77498.30524	38377.81193	19890.50342	14272.69861	20098.13077	0	138412.2924	0	52997.98366	0	0	197826.4372	15399.11068	80675.43634	18986.1505	304238.2469	0	31098.34169	0	0	216580.5802	20024.2724	22096.54083	32602.84006	74997.64093	259488.9784	100169.2272	32017.11957	42762.91816	27689.05013	78024.0291	50113.5599	18001.26439	34319.03967	0	11305.50708	18027.28721	41698.48034	30185.92657	51019.99843	500108.4533	0	39375.2283	0	12349.90884	0	302565.8814	18098.5624	12506.05143	56266.07785	0	13693.27031	18160.84655	33561.66315	36466.31955	17468.69603	23877.03272	0	50768.73907	0	68293.83812	31185.39251	0	0	33496.44534	151489.0824	93996.54979	245355.1332	74140.087	25723.17852
TAG(46:1)+13C1[+NH4]	60119.24587	0	0	35582.11745	212176.4608	189374.8522	0	0	39252.43228	43739.45441	0	44524.90971	11966.27822	0	0	0	0	66577.51764	35088.30199	0	45780.49377	37306.35128	60151.11663	23266.89957	53193.0645	0	0	0	0	0	0	204748.1553	0	105565.0627	0	0	181929.4427	0	124097.3713	0	0	0	13319.90903	0	26182.77986	50077.17473	16162.67867	60740.6564	96409.4283	0	0	26991.55554	19098.74756	15979.30528	19908.15449	0	58487.79745	0	29558.83229	0	0	0	0	100161.4409	30987.73152	68700.73095	0	285052.6633	0	10057.78473	0	140290.6404	34370.8694	0	0	0	0	0	38113.43391	0	111424.102	26465.92988	0	0	0	0	0	16960.22843	111758.2439	56682.74753	196650.5012	140912.6587	440871.0796	133009.3718	0
PE(40:4)+13C0[+H]	125853.8955	15198.27107	0	0	62704.09867	16654.56184	0	81451.96784	21927.85657	0	21377.7734	0	10920.62252	0	0	0	14121.10899	0	0	0	28285.6652	14748.0831	0	0	33920.75939	29071.96879	18679.32071	0	0	16603.60521	0	0	0	36366.29337	0	0	114894.7111	0	66387.62614	0	78331.29597	0	26468.61072	0	0	109151.711	0	0	0	32788.83115	156153.7148	41614.44432	22619.06111	23137.56329	0	47732.66193	35582.87745	0	22885.85114	0	0	13899.85619	0	22388.89477	0	404220.156	0	30557.35139	0	10062.4761	0	256006.7725	15167.64754	0	31813.33058	0	13989.51198	14371.27524	21511.88067	17174.15818	0	16207.86022	0	43847.40919	0	28742.96953	0	0	0	0	70451.3641	64785.65536	164857.942	83408.1603	18213.47977
PC-pmg(38:5)+13C2[+H]	29888.76683	0	0	0	0	0	0	0	20385.9437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19881.38196	0	0	0	0	0	0	0	0	0	0	46152.03742	0	0	0	65448.87384	0	0	0	0	48165.75654	0	0	0	0	57945.4432	25541.76153	0	0	0	0	0	0	0	0	0	0	0	0	0	107915.9948	0	0	0	0	0	70080.52662	0	0	0	0	0	0	0	0	0	0	0	0	0	18099.09457	0	0	0	0	0	0	54309.34869	0	0
PC-pmg(38:4)+13C0[+H]	135511.4216	25945.73237	16192.58497	15480.60403	49363.68814	25363.35331	0	161515.2069	75104.97285	0	34289.65234	0	22109.89128	17302.27901	0	0	27723.63755	42151.93568	20325.89714	0	43300.92201	17129.63181	92751.25306	22098.86401	35403.76284	76197.9536	33130.68799	25102.47221	13446.228	14223.22957	0	101890.7565	0	56155.80453	0	0	183042.1685	16085.94884	83299.31704	22711.90009	338008.2308	0	31353.38848	0	0	234654.7579	21135.9395	22807.1842	29375.53057	66294.59619	317208.9899	105258.5159	31708.51003	38939.154	29203.15457	89932.6385	40537.18429	17602.55358	33549.66321	0	13281.52634	20421.83766	48285.84129	35243.37069	58009.89487	602986.4262	0	39618.31273	0	13741.21444	0	307810.1118	0	12948.51127	49474.73867	0	12662.2095	14547.52083	40483.34467	48729.73703	17866.90955	21775.58537	0	57562.80548	0	66186.64419	36355.47189	0	0	33517.96395	163223.3906	84880.18061	202726.8132	67950.86845	31890.1017
TAG(46:0)+13C0[+NH4]	83986.13204	0	0	73087.9388	170497.5763	296813.5065	0	0	61698.02563	50601.24346	71972.83162	60217.77606	21841.26815	0	23337.96618	0	10833.94941	75408.24691	29362.72417	0	68049.77459	72815.31876	92311.82072	265631.674	62713.0027	24868.33178	19926.01084	0	0	0	0	263667.7179	0	456819.4497	0	136792.8274	277167.1088	0	325830.8504	0	71890.45012	36720.12331	16533.77811	15875.85453	34461.95174	60712.87595	28819.99341	117697.5385	118102.1627	0	75968.64104	40355.98018	39784.05451	34360.38948	37059.05262	58373.8403	51881.22271	0	56001.96494	13562.56076	15930.49742	156781.8502	68665.57428	132396.4893	142041.116	156856.2516	0	253477.1495	24661.94414	11512.09233	0	179867.5964	62942.27096	0	57779.6087	17115.02737	0	0	81189.81943	19161.69454	260254.9272	48887.94193	23593.91804	0	25963.16467	19190.21656	25831.27522	41613.30535	139824.9435	66061.49559	289444.1409	214176.3378	300867.5076	222211.6342	21528.45708
PE(40:4)+13C1[+H]	58929.36104	0	0	0	29897.41917	0	0	41405.8365	0	0	0	0	0	0	0	0	0	0	0	0	14547.17406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57365.20093	0	33907.19234	0	50470.09134	0	13764.92532	0	0	56245.13606	0	0	0	0	78165.11611	0	0	0	0	0	19359.2983	0	0	0	0	0	0	0	0	197173.9407	0	0	0	0	0	121450.4445	0	0	0	0	0	0	0	0	0	0	0	21745.51312	0	0	0	0	0	0	0	0	76784.80356	42765.30716	0
PC-pmg(38:4)+13C1[+H]	63516.23497	12688.00444	0	0	24414.54805	13944.21832	0	81710.54878	36359.94089	0	16792.95519	0	11814.94426	0	0	0	13520.13676	0	0	0	20767.02245	0	0	0	19246.58027	36946.45172	17231.7423	0	0	0	0	0	0	33010.22467	0	0	89379.89064	0	39244.64103	12392.18928	165312.8691	0	14151.99274	0	0	116871.3989	0	0	0	35894.71363	159017.3401	52282.09658	15950.83764	19620.28495	0	0	19488.38822	0	17657.56744	0	0	0	25092.51575	17864.81371	32170.13445	294643.7082	0	0	0	0	0	154056.7665	0	0	27043.97788	0	0	0	19830.2348	24090.1797	0	0	0	29703.87797	0	31336.99883	0	0	0	0	78138.07217	43578.13456	101302.0475	33684.11178	0
TAG(46:0)+13C1[+NH4]	45069.22121	0	0	39754.18804	91200.23727	157238.3302	0	0	31341.79415	0	38804.03768	0	12106.51543	0	12786.72957	0	0	40895.71364	15456.32511	0	37190.42279	38740.85274	0	139178.9992	32519.98855	0	0	0	0	0	0	131294.8488	0	240070.8555	0	68841.08924	140000.8748	0	167861.0681	0	0	19711.64015	0	0	18587.19254	0	15464.10662	63854.99807	63663.33751	0	0	22996.02406	20356.25168	17991.12843	20066.05038	0	26100.15038	0	28645.49471	0	0	80436.25445	34203.53258	69566.04611	74545.72729	82132.22069	0	134354.3126	0	0	0	96244.94994	33756.0099	0	32171.76887	0	0	0	43018.82956	0	135937.7367	24912.03635	0	0	15840.89231	0	0	21055.19998	74772.20257	35575.52501	142839.5717	111083.9797	150454.6968	117559.6765	0
PE(40:3)+13C0[+H]	40711.42423	0	0	0	26616.13407	0	0	40729.95641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46574.11067	0	32608.38217	0	53627.3958	0	0	0	0	75932.96824	0	0	0	0	92985.3115	28406.63711	0	0	0	0	0	0	0	0	0	0	0	0	0	107442.2412	0	0	0	0	0	95821.02162	0	0	22409.59345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39278.01534	0	43286.72968	27916.37678	0
PC(36:5)+13C0 [+Na]	34271.43437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37044.66614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55684.2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC(36:4)+13C0 [+Na]	503596.3672	53510.20437	26158.54179	37061.1772	201516.4631	48887.0508	0	199395.9053	119047.2328	0	61389.97638	0	36359.44396	17679.96802	26032.61251	0	34206.27124	106348.2734	38548.68313	36838.15175	85828.82976	42074.70062	199745.8568	28535.53115	104277.9892	127132.3164	83741.51729	39802.37981	25687.96812	49424.76882	0	383353.6495	0	186837.5984	0	0	373824.8039	23636.65145	140040.9669	23695.39	335891.5142	27770.18809	81575.29238	0	50191.08256	410878.0938	33295.99851	26081.38966	81582.32828	112668.4245	503842.0671	208423.8724	77256.28689	65205.87063	66194.68138	98717.64563	68317.95504	23130.72882	106657.9017	20331.42577	13298.39052	39209.64988	79612.87817	56142.58949	103610.56	1114869.343	0	123390.7656	0	25417.72127	0	795668.9219	35568.74297	31841.66899	81562.96586	0	23288.43212	37465.16654	43212.32699	52483.95462	25343.37292	57409.81661	0	275901.3062	0	75528.02984	47549.18183	13196.80652	116245.4278	48906.80992	211414.9713	210118.5199	827771.7204	257385.0676	68843.00072
PC(36:4)+13C1 [+Na]	235391.3922	24495.31772	0	17124.38871	95596.04602	22692.267	0	92542.0272	54021.89266	0	27890.95929	0	17194.48957	0	0	0	15884.44823	50535.65448	17698.24027	0	38680.39624	19149.3801	91514.57529	0	48662.04955	58976.85973	38657.48852	19423.31051	12970.16625	23281.53075	0	184680.8361	0	88018.79305	0	0	170592.9635	0	66640.99803	12185.69651	154676.0059	15289.0323	38002.86254	0	23186.87961	188577.1191	15837.57714	13116.68059	39529.39251	50011.57366	234624.5518	97142.14244	36969.31071	30124.73103	30692.48922	50106.29004	31716.15833	11851.14779	49455.03792	0	0	17751.35891	36686.75641	25164.30971	53738.81922	512356.3006	0	54480.14964	0	11702.39051	0	371112.5188	17123.23168	14356.6806	36238.54213	0	0	16730.20887	19251.28146	25511.16872	0	27731.70194	0	131169.1231	0	32862.01013	22880.50359	0	50775.09608	21705.58851	96526.08772	100156.4985	390037.5132	121564.2264	30991.16668
PC(36:4)+13C2 [+Na]	46473.73465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76402.99907	0	0	0	0	0	0	0	0	0	0	0	27627.56728	0	0	0	0	0	0	0	0	77300.34494	0	0
PC(38:6)+13C0[+H]	1003982.136	175584.0322	80754.24779	61834.84924	698911.8913	193554.6749	0	751642.1256	222266.4145	206592.6942	295674.7793	0	151758.6934	112641.3291	76175.08125	27515.8162	95707.45835	235792.5347	110363.1078	251927.1102	289304.7704	117912.6645	569634.9186	146919.5471	587517.831	446030.1114	312122.6228	109843.8226	86109.41996	183011.8568	0	1165197.637	0	412186.7225	0	0	1704285.446	140096.0489	437622.0095	121679.2519	1487485.606	82135.34766	367842.099	33634.2024	103312.4944	1518839.731	110463.746	108157.674	135373.6915	784124.3587	1039732.221	655599.6692	255808.566	253147.0918	153227.5702	455734.1454	606393.1253	102788.1526	288987.8436	85715.6946	92130.0536	151469.421	227172.4268	222239.4823	351954.9458	4272623.522	62103.88917	308882.7275	87518.54641	97560.21983	37220.74933	1993628.2	208214.4957	98548.61403	342104.9583	0	180854.7638	226390.5636	203640.1977	117823.1482	79940.83489	197912.8486	0	558856.1188	23550.25216	370695.4023	126045.7999	102249.6906	243075.7863	244386.4985	1101758.478	516025.9849	1864573.168	1153161.122	170647.9571
PC(38:6)+13C1[+H]	484514.2017	85970.67161	40814.66437	0	345259.3242	96576.01923	0	364802.3494	105537.2384	100614.4247	145025.4539	0	74897.65907	54688.32507	37722.92995	14713.69883	49344.59029	117256.6697	55443.15308	122238.6831	143418.5728	56618.92696	297610.4307	71803.52321	293862.2333	213507.7691	149432.3983	53758.22452	42089.50688	88794.28755	0	575318.3589	0	195082.9252	0	0	844537.2004	68674.95711	218908.0643	61316.20495	726088.1563	39855.74823	177090.2398	16521.28099	50883.20207	746232.6792	54668.37051	0	0	384057.3773	503741.4684	312075.2482	126247.122	125562.7313	75006.28025	228294.9889	295609.5229	51787.49229	140497.0124	41070.76656	47505.86927	73991.80121	110675.5896	106852.2745	174313.4491	2080469.544	27973.59349	150019.1942	43503.95172	48436.95061	19014.62283	994008.0472	100680.4356	48261.89669	171082.7878	0	87622.66751	111308.015	100054.0391	59262.47121	41179.1816	95689.17965	0	275800.764	0	176210.2088	62183.1498	50745.7259	113970.2143	119932.7418	536266.256	260470.5237	905304.1869	568118.5079	85441.38422
SM(40:2)+13C0 [+Na]	29162.00648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55855.10511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC(38:5)+13C0[+H]	1072269.406	181631.3815	63091.64508	0	641750.6581	181644.2957	0	716973.3739	233699.788	94335.35326	230996.4238	89900.21819	117274.941	107916.0842	88267.54852	25996.34705	167454.0441	229513.0487	90656.20707	128609.7605	381273.6068	156232.0059	847109.1484	104794.3952	425366.5077	447705.7314	335466.9488	127978.5288	81236.84279	188854.2254	0	1050612.355	26111.3486	362864.6877	0	0	1304685.661	68881.48847	718870.5391	82263.46352	1231162.504	103288.4491	259350.9863	35766.62897	148178.5643	1642973.659	86191.9781	93924.49071	193710.5115	401575.7432	2080863.392	695072.0565	226938.3124	260607.8681	186749.8915	409493.8837	392320.2787	74116.50698	257131.3037	68787.70066	71427.3684	137490.9201	314968.498	142362.9183	339263.8851	4484184.487	49331.89941	371259.0146	37119.18784	77883.22962	41302.66556	2946656.25	159126.0122	91628.31785	312514.6356	32737.09735	113421.6531	129221.5097	269063.3291	140985.9017	135924.4664	181753.296	34804.00937	433862.834	28051.47741	397933.4188	122205.9108	55133.43409	225048.3095	230997.8866	890897.0839	627354.1902	1427671.226	675020.1969	171089.64
PC(38:5)+13C1[+H]	518326.1484	86570.92608	31184.5492	0	315960.1441	91067.98227	0	342638.5798	115474.9158	50361.63541	115117.8154	49277.00193	57861.23213	52306.92309	43418.824	14183.2994	82992.58556	118428.8836	43949.02716	67116.66268	185948.0747	77117.05503	418681.0942	51907.32114	206147.1922	222425.051	167754.5648	62347.26511	39209.2122	91833.35908	0	524699.3843	0	182573.4749	0	0	636366.0426	33862.04329	355295.2468	40085.41808	582313.9641	53503.90673	129323.2067	17473.88424	72224.31351	777208.1614	43918.93437	47347.82327	95961.40091	202432.664	999666.0384	348606.4513	117101.1297	130737.3883	89496.78425	209869.4264	192617.5878	35070.40871	128373.715	34983.70185	35236.83477	64999.75732	159367.8892	68309.23464	169371.2402	2159042.623	26329.0201	184249.4058	18659.59831	39053.97584	19118.82623	1413051.943	81594.91627	45102.40311	152815.3181	16566.55941	54202.85041	64597.38212	135508.7861	68465.24579	66125.75506	90262.61475	0	213328.7666	15804.42794	199028.8119	62353.61226	26346.36743	113216.7041	119507.1856	430964.2315	300609.5848	697890.6266	338873.9509	85873.69112
SM(40:1)+13C0 [+Na]	33393.46171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21138.79459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC(38:5)+13C2[+H]	93375.28417	0	0	0	52265.80826	17073.24505	0	65774.10161	0	0	0	0	0	12210.36775	0	0	16660.20024	0	0	0	33196.39351	0	73886.99208	0	38503.44982	41142.90813	29312.80112	0	0	0	0	0	0	37086.57315	0	0	112493.4415	0	58683.45851	0	0	0	23240.61482	0	0	139472.6382	0	0	0	41053.37952	177700.3662	59751.15004	0	23244.84928	0	0	33302.15143	0	0	0	0	0	29094.51708	0	0	364968.8826	0	38021.2042	0	0	0	249459.4457	0	0	28682.95498	0	0	0	25522.2021	0	0	0	0	37346.11629	0	33806.34456	0	0	28609.0625	0	80138.21109	0	0	0	0
PC(38:4)+13C0[+H]	2995482.182	591373.1848	229349.0425	192716.9412	1788446.106	437421.966	0	1986420.622	875754.6204	201677.3943	660219.6191	200500.7437	309347.0415	159916.3636	213691.3822	80008.73668	373281.2401	772425.2764	329690.1476	275907.9548	1054621.666	368026.8106	1906862.323	342068.2623	1247383.204	1157628.177	857131.6318	305968.3675	246939.2992	526953.9731	0	2263318.613	70322.95285	920713.9703	0	26978.75281	3134088.021	152954.2698	1897823.38	177909.1778	3784391.619	381818.8053	619128.3305	87107.02854	491416.6242	3672501.849	270597.5356	233782.2981	568427.1062	813773.363	5342943.867	1762116.066	762800.6115	566242.4835	527059.8969	881721.2723	781376.3644	209253.0898	787752.2599	154388.5242	145788.2184	370473.0334	646706.5524	393973.3728	882804.381	10198728.02	167614.0035	788314.7418	69196.8859	243708.6779	124415.5381	7368653.587	367012.8314	302389.3445	755414.7733	97347.81617	255970.8771	287933.5885	590644.6297	575838.0103	335880.5253	521643.3537	87275.05394	952131.0085	76295.57875	916628.1479	392807.9544	120554.7868	530825.1518	642448.1092	2467593.508	2020883.764	6329316.959	2333218.246	395090.7043
PC(38:4)+13C1[+H]	1450966.216	287811.9461	113574.6778	95821.46624	866310.4341	214596.5109	0	974012.8485	428072.7747	101215.4739	323371.8057	101281.0354	154428.0571	77873.25408	105726.5364	38292.26248	182726.1104	382815.2165	162723.0261	133573.8416	506557.0429	180627.4672	937911.4811	166469.7123	608958.5592	567559.4956	418272.9514	150446.9482	120689.0778	255269.6724	0	1100075.651	35318.52112	453081.0925	0	0	1538847.923	75519.47957	932044.0138	88434.24477	1841396.976	189795.1708	302923.6807	42586.74317	243631.1006	1783255.671	133168.6645	116433.0283	280016.6372	402424.9336	2589869.678	871077.5798	371183.658	280670.0326	258614.2012	446477.4363	383483.5201	105286.6262	381021.0777	75756.19676	69909.06293	181573.6191	316477.9055	193560.8668	435886.5242	4928075.704	78748.29935	388608.824	33793.70452	119840.3831	61612.97179	3595751.776	180625.4341	147466.3676	365666.4054	47111.47254	126077.4788	144739.0913	291477.9161	284193.603	165336.0478	257521.5104	45018.45667	472370.0785	38227.46443	442948.0084	194155.0065	60466.96406	257770.7701	317094.7742	1202848.19	993848.4526	3060032.938	1139165.032	195805.5999
SM(42:3)+13C0[+H]	150573.0099	49478.82859	33232.8545	20034.83834	78222.86703	25461.43188	0	194426.1824	80476.77944	0	61274.39777	0	27834.00205	22033.39972	26454.82115	0	37791.06034	102498.7081	56026.41312	0	88174.70748	29165.69629	97169.13376	47166.1284	57669.0599	114299.4347	81859.20092	43393.53372	30460.39669	32927.47673	0	239471.7166	0	101536.8509	0	0	231186.6275	23249.30704	144111.4845	30145.50645	537160.19	27514.71687	39863.32519	14231.83389	22678.54005	595230.043	37632.19963	26047.72943	32023.47387	121325.8503	448702.9154	243037.3809	60504.51706	98023.11991	29623.46628	174952.6048	95332.03191	27614.67743	39276.7443	0	13777.38971	36850.99919	84698.40765	63321.7156	71072.66723	1104335.139	0	59786.72976	16953.57813	22637.60773	11938.96955	467732.2688	32925.86948	34420.11492	133617.8663	12712.48582	18726.9177	28151.80938	43400.15747	119330.2829	33514.38427	43491.97322	0	126600.2647	0	165141.839	55011.26957	15193.62461	0	79292.61287	254141.5409	98631.80417	311607.1113	121101.2825	45432.97619
PC(38:4)+13C2[+H]	320659.8975	63914.25208	25591.8247	21950.37577	187634.7506	46531.31105	0	216922.5166	95249.46094	0	72715.42696	0	32685.15292	16954.00868	22816.22295	0	41188.68339	82230.35569	35337.54067	0	113531.2699	39040.47345	196810.8081	39887.13783	128589.4405	122719.3138	94089.54989	32406.04645	26756.92276	56852.02346	0	238268.0258	0	100683.1301	0	0	335156.1809	17364.78844	203443.5942	17676.60839	389473.7019	41033.02543	65882.56001	0	54102.35902	371914.1772	30600.13137	24732.71513	63428.75612	88478.90597	557630.2507	184125.6869	81719.11178	62188.95746	60688.29654	97535.1893	89005.24348	23496.55472	85277.88668	16781.38072	15632.59506	40027.91104	67664.31073	42410.42977	97898.87775	1095267.295	0	83836.319	0	26132.86647	13016.43233	781281.0166	40147.29323	33655.96557	81695.48452	11721.87099	28787.81669	31595.26694	64199.07078	61255.7784	33385.60112	57454.29301	0	105725.363	0	98585.47824	43747.98701	13122.88191	55802.3059	67424.76288	261279.6987	212180.4363	680614.5387	248806.6242	43308.88215
PC(38:3)+13C0[+H]	749678.3842	205515.7318	18915.72705	57125.9357	622421.4169	112064.1131	0	577396.728	272056.6738	77588.1448	188954.8581	88049.66107	96880.6679	35263.9043	67449.71088	15483.66107	134430.1771	272128.1723	70040.72232	51927.82345	351449.9283	131128.0262	522809.6866	52220.23169	423216.8889	473861.6815	159104.7627	140184.7201	42680.67578	111492.6885	0	564420.953	19695.11585	227973.0274	0	0	858511.5407	34424.58154	738112.7587	65321.8181	1748707.377	131022.115	158313.8581	22733.0552	82057.34544	1873015.123	71825.21101	71600.22831	239039.3133	310324.3236	2042150.99	800686.7189	317177.5107	100809.5011	124689.6294	374316.9722	155198.1588	45732.94976	150182.7498	52510.32189	57044.47261	152827.977	357712.5901	134833.7825	312018.3278	1800654.524	64714.56412	277372.7173	31054.24782	77214.86935	44407.80049	1981877.216	75664.91258	79099.59314	330362.1208	34284.44727	44642.88865	59266.36023	198065.2461	252345.1128	166908.6944	101022.4619	21881.41573	118105.1525	31266.0178	165070.0534	140356.4929	46455.77381	186630.7876	400449.1657	902296.3018	697762.6944	1101620.649	478935.8217	122674.1103
SM(42:3)+13C1[+H]	77285.44256	24558.65708	15693.41424	11191.6817	37941.14331	12944.40424	0	97350.81961	40238.66778	0	29213.04636	0	14055.92037	11627.65532	13839.29279	0	19526.50397	53690.58505	27844.22996	0	44889.64554	15148.14591	0	24600.96046	28143.87946	54693.96877	40640.28545	21924.27302	15277.61167	17347.19292	0	127923.1447	0	47112.11912	0	0	115615.4315	0	70756.25296	14733.72883	271425.3291	0	20471.17414	0	0	293554.8327	18508.5181	12845.21555	0	55899.42314	224420.6106	125611.7573	29077.44752	47985.46715	16426.28008	85608.67578	45470.02433	13437.58126	19517.77888	0	0	18532.6721	42353.48361	31703.79367	39782.92533	556444.6529	0	29202.69427	0	11620.54279	0	228709.0103	17619.69157	16423.169	67497.75027	0	0	15564.15482	20979.98385	59788.97762	17149.35766	21600.79005	0	64450.02224	0	83073.63311	28249.10571	0	0	41579.35148	123114.7048	48592.05995	154880.6042	61442.75403	23917.08732
