prize_year	category	gender	age
2003	Economics	Male	69.2650273224044
2003	Peace	Female	56.4699453551913
2004	Medicine	Male	58.4410958904110
2004	Medicine	Female	57.8633879781421
2004	Physics	Male	63.8060109289617
2004	Physics	Male	55.2767123287671
2004	Physics	Male	53.5726027397260
2004	Chemistry	Male	57.1917808219178
2004	Chemistry	Male	66.9426229508197
2004	Chemistry	Male	78.4027397260274
2004	Literature	Female	58.1397260273973
2004	Peace	Female	64.6931506849315
2004	Economics	Male	61.0246575342466
2004	Economics	Male	63.9562841530055
2005	Medicine	Male	54.1945205479452
2005	Medicine	Male	68.4986301369863
2005	Physics	Male	80.2739726027397
2005	Physics	Male	71.3041095890411
2005	Physics	Male	64.1123287671233
2005	Chemistry	Male	75.1671232876712
2005	Chemistry	Male	63.7835616438356
2005	Chemistry	Male	60.9315068493151
2005	Peace	NA	NA
2005	Peace	Male	63.4821917808219
2005	Economics	Male	75.5068493150685
2005	Economics	Male	84.6575342465753
2005	Literature	Male	75.1671232876712
2006	Medicine	Male	47.6219178082192
2006	Medicine	Male	46.1424657534247
2006	Physics	Male	60.3424657534247
2006	Physics	Male	61.8027397260274
2006	Chemistry	Male	59.6301369863014
2006	Economics	Male	73.3753424657534
2006	Literature	Male	54.5095890410959
2006	Peace	Male	66.4520547945205
2006	Peace	NA	NA
2007	Medicine	Male	70.1775956284153
2007	Medicine	Male	66.9397260273973
2007	Medicine	Male	82.4644808743169
2007	Physics	Male	69.7595628415301
2007	Physics	Male	68.5628415300546
2007	Chemistry	Male	71.1666666666667
2007	Literature	Female	88.1338797814208
2007	Peace	NA	NA
2007	Peace	Male	59.6939890710383
2007	Economics	Male	90.3032786885246
2007	Economics	Male	56.9945205479452
2007	Economics	Male	56.6994535519126
2008	Medicine	Male	72.7506849315069
2008	Medicine	Female	61.3643835616438
2008	Medicine	Male	76.3123287671233
2008	Physics	Male	87.8934426229508
2008	Physics	Male	64.6767123287671
2008	Physics	Male	68.8387978142077
2008	Chemistry	Male	80.2876712328767
2008	Chemistry	Male	61.9016393442623
2008	Chemistry	Male	56.8551912568306
2008	Literature	Male	68.6602739726027
2008	Peace	Male	71.4657534246575
2008	Economics	Male	55.7814207650273
2009	Medicine	Female	61.0383561643836
2009	Medicine	Female	48.6547945205479
2009	Medicine	Male	57.0849315068493
2009	Physics	Male	76.0986301369863
2009	Physics	Male	85.3095890410959
2009	Physics	Male	79.5863013698630
2009	Chemistry	Male	NA
2009	Chemistry	Male	69.2986301369863
2009	Chemistry	Female	70.4684931506849
2009	Literature	Female	56.3150684931507
2009	Peace	Male	48.3506849315068
2009	Economics	Female	76.3424657534247
2009	Economics	Male	77.2027397260274
2010	Medicine	Male	85.2027397260274
2010	Physics	Male	52.1369863013699
2010	Physics	Male	36.2986301369863
2010	Chemistry	Male	79.3205479452055
2010	Chemistry	Male	75.4082191780822
2010	Chemistry	Male	80.2438356164384
2010	Literature	Male	74.7041095890411
2010	Peace	Male	54.9506849315068
2010	Economics	Male	70.6164383561644
2010	Economics	Male	71.8520547945206
2010	Economics	Male	62.8027397260274
2011	Medicine	Male	53.9479452054794
2011	Medicine	Male	70.3551912568306
2011	Medicine	Male	68.9041095890411
2011	Physics	Male	NA
2011	Physics	Male	44.7917808219178
2011	Physics	Male	41.9835616438356
2011	Chemistry	Male	70.8767123287671
2011	Literature	Male	80.6530054644809
2011	Peace	Female	73.1147540983606
2011	Peace	Female	39.8547945205479
2011	Peace	Female	32.8383561643836
2011	Economics	Male	68.3934426229508
2011	Economics	Male	69.1366120218579
2012	Medicine	Male	79.1890410958904
2012	Medicine	Male	50.2657534246575
2012	Physics	Male	68.2465753424657
2012	Physics	Male	68.7923497267760
2012	Chemistry	Male	69.6547945205480
2012	Chemistry	Male	57.5315068493151
2012	Literature	Male	57.8524590163934
2012	Peace	NA	NA
2012	Economics	Male	60.9781420765027
2012	Economics	Male	89.5232876712329
2013	Medicine	Male	63.1013698630137
2013	Medicine	Male	64.9452054794521
2013	Medicine	Male	57.9671232876712
2013	Physics	Male	81.0931506849315
2013	Physics	Male	84.5342465753425
2013	Chemistry	Male	83.7397260273973
2013	Chemistry	Male	66.5890410958904
2013	Chemistry	Male	73.0547945205479
2013	Literature	Female	82.4191780821918
2013	Peace	NA	NA
2013	Economics	Male	74.8191780821918
2013	Economics	Male	61.1232876712329
2013	Economics	Male	67.7013698630137
2014	Medicine	Male	75.0602739726027
2014	Medicine	Female	51.9315068493151
2014	Medicine	Male	52.6219178082192
2014	Physics	Male	85.8602739726027
2014	Physics	Male	54.2465753424658
2014	Physics	Male	60.5534246575342
2014	Chemistry	Male	54.9068493150685
2014	Chemistry	Male	51.9643835616438
2014	Chemistry	Male	61.4630136986301
2014	Literature	Male	69.3643835616438
2014	Peace	Male	60.9123287671233
2014	Peace	Female	17.4136986301370
2014	Economics	Male	61.3369863013699
2015	Medicine	Male	85.4508196721311
2015	Medicine	Male	80.4125683060109
2015	Medicine	Female	84.9452054794521
2015	Physics	Male	56.7540983606557
2015	Physics	Male	72.2814207650273
2015	Chemistry	Male	77.8657534246575
2015	Chemistry	Male	69.4918032786885
2015	Chemistry	Male	69.2540983606557
2015	Literature	Female	67.5273224043716
2015	Peace	NA	NA
2015	Economics	Male	70.1420765027322
2016	Medicine	Male	71.8333333333333
2016	Physics	Male	82.2191780821918
2016	Physics	Male	65.2383561643836
2016	Physics	Male	73.4684931506849
2016	Chemistry	Male	72.1369863013699
2016	Chemistry	Male	74.5479452054795
2016	Chemistry	Male	65.5643835616438
2016	Peace	Male	65.3342465753425
2016	Economics	Male	68.1698630136986
2016	Economics	Male	67.6465753424658
2016	Literature	Male	75.5479452054795
